method,time,mse
polyreg,1.0962283611297607,0.03443242585118865
lnreg,0.0531976222991943,0.035426677309107
rdfr,0.0406155586242675,0.035426677309107
xgboot,0.2922878265380859,0.0335071938923346
dnn,48.37045812606812,0.0332543986138101
