method,time,mse
lnreg,0.0317897796630859,0.0244273384316026
polyreg,0.6446497440338135,0.023315176932451914
rdfr,0.029050588607788,0.0244273384316026
xgboot,2.800322771072388,0.0244333853492448
dnn,82.92106986045837,0.0235829558388759
