method,time,mse
polyreg,1.205425500869751,0.02947913733885328
rdfr,0.0347230434417724,0.0301592476950986
lnreg,0.0380327701568603,0.0301592476950986
xgboot,0.440690279006958,0.0300640442695469
dnn,41.96437621116638,0.0295615163350839
