method,time,mse
polyreg,0.8011445999145508,0.02531252661024634
rdfr,0.0248768329620361,0.026382378768049
lnreg,0.0252013206481933,0.026382378768049
xgboot,0.4529006481170654,0.0263924963974495
dnn,82.94106888771057,0.0256539925702923
